"用户信息_学段","用户信息_学科","课程信息_年级","教师行为_板书时长","教师行为_讲授时长","教师行为_巡视时长","教师行为_课件操作时长","教师行为_师生对话时长","教师行为_观察时长","学生行为_读写时长","学生行为_举手时长","学生行为_听讲时长","学生行为_生生互动时长","学生行为_应答时长","学生行为_上台展示时长","教学场景_知识讲解时长","教学场景_作业练习时长","教学场景_汇报展示时长","教学场景_小组学习时长","教学场景_师生对话时长","教学场景_知识讲解个数","教学场景_作业练习个数","教学场景_汇报展示个数","教学场景_小组学习个数","教学场景_师生对话个数","教学场景_知识讲解占比","教学场景_作业练习占比","教学场景_汇报展示占比","教学场景_小组学习占比","教学场景_师生对话占比","参与度_总参与度","参与度_知识讲解","参与度_作业练习","参与度_汇报展示","参与度_小组学习","参与度_师生对话","一致性_总一致性","一致性_知识讲解","一致性_作业练习","一致性_汇报展示","一致性_小组学习","一致性_师生对话","抬头率_总抬头率","抬头率_知识讲解","抬头率_作业练习","抬头率_汇报展示","抬头率_小组学习","抬头率_师生对话","活跃度_总活跃度","活跃度_知识讲解","活跃度_作业练习","活跃度_汇报展示","活跃度_小组学习","活跃度_师生对话","知识讲解场景_话语讲授时长","知识讲解场景_板书时长","知识讲解场景_课件操作时长","知识讲解场景_互动时长","知识讲解场景_停顿时长","知识讲解场景_话语讲授占比","知识讲解场景_板书占比","知识讲解场景_课件操作占比","知识讲解场景_互动占比","知识讲解场景_停顿占比","知识讲解场景_平均语速分钟个数","知识讲解场景_最低语速分钟个数","知识讲解场景_最高语速分钟个数","知识讲解场景_口头禅个数","知识讲解场景_口头禅总次数","知识讲解场景_巡视时长(分钟)","知识讲解场景_巡视次数","知识讲解场景_巡视位置是否均衡","师生对话场景_老师话语时长","师生对话场景_学生直接应答时长","师生对话场景_学生站立应答时长","师生对话场景_齐答时长","师生对话场景_沉寂混乱时长","师生对话场景_老师话语占比","师生对话场景_学生直接应答占比","师生对话场景_学生站立应答占比","师生对话场景_齐答占比","师生对话场景_沉寂混乱占比","全课堂_师生对话次数","全课堂_短应答次数","全课堂_长应答次数","全课堂_齐答次数","全课堂_声音过低次数","全课堂_短应答占比","全课堂_长应答占比","全课堂_齐答占比","全课堂_声音过低占比","全课堂_应答时长<1秒次数","全课堂_应答时长1-2秒次数","全课堂_应答时长2-3秒次数","全课堂_应答时长3-4秒次数","全课堂_应答时长>4秒次数","全课堂_举手次数","全课堂_举手人次","全课堂_1人举手次数","全课堂_2-3人举手次数","全课堂_4-6人举手次数","全课堂_7-10人举手次数","全课堂_>10人举手次数","全课堂_站立应答次数","全课堂_站立应答分布是否均衡","课堂问题_总个数","课堂问题_是何问题个数","课堂问题_为何问题个数","课堂问题_如何问题个数","课堂问题_若何问题个数","课堂问题_其他问题个数","课堂问题_是何问题占比","课堂问题_为何问题占比","课堂问题_如何问题占比","课堂问题_若何问题占比","课堂问题_其他问题占比","ST分析_是否有长达2以上的学生主导时间","ST分析_是否有长达1以上的老师主导时间","ST分析_Rt值是否在0.35~0.6之间","ST分析_Ch值是否在0.3~0.5之间","ST分析_教师占有率","ST分析_学生占有率","ST分析_师生行为转换率"
"初中","语文","初一",108,0,288,0,1627,0,81,64,2201,20,252,0,0,759,0,20,1627,0,12,0,1,13,0.0,31.6,0,0.8,67.8,68.7,0.0,69.2,0,92.6,68.2,51.7,0.0,57.4,0,56.3,49.0,88.2,0.0,85.2,0,100.0,89.5,24.3,0.0,26.2,0,23.5,23.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,267,127,510,3,48,4,17,0,923,233,19,0,452,56.7,14.3,1.2,0.0,27.8,30,12,10,1,7,40.0,33.3,3.3,23.3,5,7,6,3,1,5,0,5,0,0,0,0,12,0,140,71,18,1,2,48,51,13,1,1,34,0,0,1,0,0.58,0.42,0.3
"初中","数学","初一",519,68,564,0,1448,0,33,72,1859,581,120,0,98,388,0,581,1448,1,6,0,5,10,3.9,15.4,0,23.1,57.5,68.3,68.7,53.0,0,74.6,69.8,54.3,48.4,43.9,0,54.3,57.5,84.4,91.7,58.0,0,75.7,94.5,27.0,22.5,52.0,0,22.7,22.3,67,8,0,9,14,61.2,8.2,0.0,9.2,14.3,281,128,570,3,61,9,31,1,918,98,22,0,410,63.4,6.8,1.5,0.0,28.3,32,7,6,0,19,21.9,18.7,0.0,59.4,1,6,3,1,2,10,0,9,1,0,0,0,26,1,136,62,14,7,1,52,46,10,5,1,38,0,0,0,0,0.68,0.32,0.28
"初中","英语","初一",44,25,492,0,708,0,55,0,2101,132,108,0,38,1525,0,132,708,1,8,0,2,7,1.6,63.5,0,5.5,29.5,72.9,62.8,74.2,0,93.1,67.0,70.4,54.3,72.9,0,62.8,67.4,32.5,76.5,34.0,0,21.6,29.0,24.4,18.5,24.6,0,23.7,24.4,25,0,0,4,9,65.8,0.0,0.0,10.5,23.7,552,225,1500,3,30,8,29,0,324,77,3,28,276,45.8,10.9,0.4,4.0,39.0,8,2,2,1,3,25.0,25.0,12.5,37.5,0,2,1,1,0,1,0,1,0,0,0,0,5,0,76,15,3,1,1,56,20,4,1,1,74,1,0,0,0,0.62,0.38,0.21
"初中","语文","初一",123,0,652,0,774,0,47,24,1957,458,75,0,0,1283,0,458,774,0,14,0,6,17,0.0,50.9,0,18.2,30.7,73.3,0.0,69.7,0,87.1,71.2,64.2,0.0,64.2,0,67.6,62.2,69.8,0.0,63.3,0,86.1,71.0,31.0,0.0,34.7,0,23.3,29.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,214,103,510,3,77,10,21,0,413,63,9,3,286,53.4,8.1,1.2,0.4,37.0,16,5,2,1,8,31.2,12.5,6.2,50.0,0,5,2,0,0,3,0,3,0,0,0,0,11,0,51,17,2,1,0,31,33,4,2,0,61,0,0,1,0,0.46,0.54,0.25
"初中","语文","初一",244,0,476,0,1071,0,46,40,2003,406,134,0,0,1037,0,406,1071,0,9,0,8,14,0.0,41.2,0,16.1,42.5,72.8,0.0,71.5,0,83.6,70.0,54.2,0.0,60.6,0,44.9,51.4,47.5,0.0,49.2,0,40.6,48.5,25.0,0.0,21.8,0,41.9,21.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,284,162,540,3,67,7,25,0,616,82,50,2,321,57.5,7.7,4.7,0.2,30.0,25,4,4,2,15,16.0,16.0,8.0,60.0,2,2,4,0,0,7,0,4,3,0,0,0,22,0,144,60,14,9,0,61,42,10,6,0,42,0,0,1,0,0.59,0.41,0.27
"初中","数学","初一",40,80,1396,0,964,0,33,0,2333,100,124,0,97,1354,0,100,964,1,8,0,1,9,3.8,53.7,0,4.0,38.3,74.4,67.2,77.2,0,95.5,69.0,64.2,53.0,69.4,0,32.4,61.2,43.9,68.0,38.9,0,14.1,51.5,27.9,16.7,25.1,0,97.4,25.9,80,0,0,6,11,82.5,0.0,0.0,6.2,11.3,267,160,570,3,76,23,27,0,603,74,45,5,237,62.6,7.7,4.7,0.5,24.6,42,6,4,2,30,14.3,9.5,4.8,71.4,3,3,2,0,2,1,0,1,0,0,0,0,38,0,141,54,5,6,0,76,38,4,4,0,54,0,0,1,0,0.49,0.51,0.21
"初中","英语","初一",156,79,476,0,1491,0,118,0,1548,561,299,0,100,355,0,561,1491,1,5,0,8,12,4.0,14.1,0,22.3,59.2,74.6,64.1,68.4,0,86.4,72.3,55.2,41.0,54.4,0,54.9,56.5,59.4,60.1,65.0,0,73.3,52.8,24.3,17.1,26.5,0,27.3,23.2,79,11,0,3,7,68.0,11.0,0.0,3.0,7.0,577,225,2100,3,37,7,26,0,839,241,41,17,353,56.3,16.2,2.7,1.1,23.7,16,3,4,7,2,18.7,25.0,43.7,12.5,0,3,2,2,0,6,0,6,0,0,0,0,6,0,42,7,2,2,1,30,17,5,5,2,71,0,0,1,0,0.55,0.45,0.18
"初中","数学","初一",432,0,352,0,601,0,22,0,2457,13,55,0,0,1900,0,13,601,0,5,0,1,6,0.0,75.4,0,0.5,23.8,77.7,0.0,80.4,0,84.6,68.7,64.5,0.0,70.3,0,42.5,46.8,32.5,0.0,30.3,0,31.9,39.4,22.9,0.0,23.7,0,23.0,20.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,298,174,900,3,74,5,11,0,360,46,8,1,186,59.9,7.7,1.3,0.2,30.9,5,1,2,0,2,20.0,40.0,0.0,40.0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,93,32,0,6,0,55,34,0,7,0,59,1,0,1,0,0.41,0.59,0.19
"初中","数学","初一",238,0,312,0,1258,0,24,0,2448,10,131,0,0,1247,0,10,1258,0,7,0,1,7,0.0,49.5,0,0.4,49.9,73.3,0.0,73.7,0,81.9,72.8,60.6,0.0,63.0,0,47.4,58.4,63.4,0.0,48.2,0,65.1,78.4,27.3,0.0,34.7,0,30.5,19.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,293,128,900,3,40,5,16,0,837,112,17,2,290,66.5,8.9,1.4,0.2,23.1,12,2,2,0,8,16.7,16.7,0.0,66.7,1,1,0,1,1,1,0,1,0,0,0,0,10,0,97,43,2,0,1,51,44,2,0,1,53,0,0,1,0,0.55,0.45,0.14
"初中","数学","初一",170,0,420,0,1036,0,18,8,2068,404,86,0,0,1071,0,404,1036,0,7,0,3,9,0.0,42.5,0,16.0,41.1,73.4,0.0,75.3,0,77.1,70.0,57.3,0.0,60.9,0,50.5,56.3,69.3,0.0,63.9,0,66.7,75.9,23.8,0.0,19.5,0,39.3,22.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,305,112,900,2,108,7,23,1,581,56,23,7,369,56.1,5.4,2.2,0.7,35.6,24,4,0,1,19,16.7,0.0,4.2,79.2,3,1,0,0,0,2,0,1,1,0,0,0,22,0,150,39,3,6,1,101,26,2,4,1,67,0,0,0,0,0.62,0.38,0.21
"初中","英语","初一",97,0,184,0,1134,0,86,0,1459,693,182,0,0,567,0,693,1134,0,7,0,6,11,0.0,23.6,0,28.9,47.2,73.2,0.0,68.2,0,83.3,69.6,53.6,0.0,56.6,0,47.5,55.9,50.6,0.0,50.5,0,59.2,45.5,24.2,0.0,23.7,0,22.2,25.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,534,126,1680,3,117,3,19,0,633,158,20,4,319,55.8,13.9,1.8,0.4,28.1,16,3,2,2,9,18.7,12.5,12.5,56.2,0,3,1,0,1,2,0,2,0,0,0,0,13,0,60,16,0,2,0,42,27,0,3,0,70,0,0,1,0,0.52,0.48,0.17
"初中","语文","初一",158,0,912,0,646,0,65,25,1827,357,136,0,0,1383,0,357,646,0,16,0,3,19,0.0,57.6,0,14.9,26.9,73.0,0.0,69.8,0,91.1,69.8,56.0,0.0,55.5,0,59.9,55.0,52.2,0.0,59.6,0,36.9,44.8,22.7,0.0,21.9,0,25.5,22.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,260,135,510,3,48,15,28,0,326,62,39,35,184,50.5,9.6,6.0,5.4,28.5,9,1,2,1,5,11.1,22.2,11.1,55.6,0,1,2,0,0,4,0,1,3,0,0,0,6,0,55,22,4,2,2,25,40,7,4,4,46,0,0,1,0,0.44,0.56,0.22
"初中","数学","初一",521,0,1652,0,1088,0,75,98,1524,808,117,0,0,614,0,808,1088,0,7,0,14,20,0.0,24.4,0,32.1,43.2,80.9,0.0,67.5,0,91.4,80.6,64.1,0.0,63.6,0,63.2,65.0,84.5,0.0,67.8,0,80.9,96.6,25.0,0.0,28.4,0,31.0,18.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,241,150,540,3,44,27,16,0,279,85,13,19,692,25.6,7.8,1.2,1.7,63.6,17,4,5,3,5,23.5,29.4,17.6,29.4,0,4,1,0,4,5,0,1,4,0,0,0,10,0,34,6,0,0,0,28,18,0,0,0,82,0,0,0,0,0.3,0.7,0.23
"初中","英语","初一",229,0,992,0,892,0,84,32,1671,398,248,0,0,1101,0,398,892,0,15,0,4,17,0.0,45.9,0,16.6,37.2,70.4,0.0,70.6,0,77.4,67.0,64.6,0.0,65.2,0,55.5,67.8,37.2,0.0,41.8,0,50.4,25.7,26.3,0.0,27.7,0,23.2,26.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,435,180,1140,2,22,16,38,0,334,191,28,29,310,37.4,21.4,3.1,3.3,34.8,17,1,2,9,5,5.9,11.8,52.9,29.4,0,1,1,0,1,5,0,2,3,0,0,0,11,0,31,5,1,6,0,19,16,3,19,0,61,0,0,1,0,0.41,0.59,0.2
"初中","语文","初一",60,0,136,0,1301,0,54,52,2184,170,258,0,0,1040,0,170,1301,0,7,0,5,10,0.0,41.3,0,6.7,51.6,71.3,0.0,69.6,0,82.0,71.3,56.6,0.0,58.9,0,55.5,54.8,76.5,0.0,61.2,0,90.1,86.9,24.5,0.0,32.1,0,19.7,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,282,145,900,3,44,2,15,1,701,254,4,0,342,53.9,19.5,0.3,0.0,26.3,11,4,6,0,1,36.4,54.5,0.0,9.1,1,3,1,2,3,1,0,1,0,0,0,0,1,0,133,44,16,2,1,70,33,12,2,1,53,0,0,1,0,0.5,0.5,0.22
"初中","英语","初一",96,17,556,17,804,0,58,113,1783,583,100,0,21,1100,0,583,804,1,10,0,9,17,0.8,43.7,0,23.1,31.9,62.3,39.5,52.0,0,76.7,66.4,46.3,34.4,42.8,0,49.6,49.1,71.2,73.3,68.4,0,78.7,69.5,28.0,15.5,31.0,0,23.8,27.2,0,0,17,1,3,0.0,0.0,81.0,4.8,14.3,376,132,1740,3,86,9,44,0,391,55,24,21,313,48.6,6.8,3.0,2.6,38.9,19,5,4,4,6,26.3,21.1,21.1,31.6,1,4,1,2,1,5,0,4,1,0,0,0,14,0,42,13,0,1,0,28,31,0,2,0,67,0,0,1,0,0.47,0.53,0.25
"初中","数学","初一",124,0,304,0,970,0,43,89,1077,1225,50,0,0,195,0,1225,970,0,2,0,10,11,0.0,8.1,0,51.0,40.4,75.2,0.0,66.2,0,80.3,70.6,53.4,0.0,60.1,0,54.0,51.2,68.7,0.0,57.0,0,73.7,64.7,22.3,0.0,32.6,0,20.7,22.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,304,157,570,3,119,5,22,0,644,32,17,1,276,66.4,3.3,1.8,0.1,28.5,12,4,4,0,4,33.3,33.3,0.0,33.3,0,4,2,1,1,3,0,2,1,0,0,0,8,0,74,17,7,4,1,45,23,10,5,1,61,0,0,0,0,0.63,0.37,0.21
"初中","数学","初一",128,0,564,0,1272,0,155,83,1180,692,263,0,0,427,0,692,1272,0,9,0,16,25,0.0,17.8,0,28.8,53.0,74.6,0.0,63.7,0,89.2,70.3,51.3,0.0,54.5,0,53.7,48.9,70.2,0.0,69.5,0,77.7,66.3,24.5,0.0,30.7,0,21.2,24.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,305,190,900,3,41,9,19,0,299,93,12,158,710,23.5,7.3,0.9,12.4,55.8,29,2,1,26,0,6.9,3.4,89.7,0.0,0,2,0,1,0,12,0,10,1,1,0,0,16,0,25,11,1,2,0,11,44,4,8,0,44,0,0,0,0,0.22,0.78,0.22
"初中","英语","初一",76,34,308,5,1857,0,85,0,1871,258,224,0,37,242,0,258,1857,1,2,0,2,5,1.5,10.1,0,10.8,77.4,72.2,64.2,75.3,0,87.1,69.8,60.3,45.5,65.0,0,54.7,60.8,53.9,63.1,47.8,0,72.1,52.0,26.0,23.5,23.6,0,25.7,26.4,30,0,5,2,0,78.4,0.0,13.5,5.4,0.0,635,240,1860,2,19,5,36,0,1179,196,10,18,454,63.5,10.6,0.5,1.0,24.4,13,3,2,2,6,23.1,15.4,15.4,46.2,1,2,1,0,1,0,0,0,0,0,0,0,8,1,20,6,0,1,0,13,30,0,5,0,65,0,0,0,0,0.8,0.2,0.14
"初中","英语","初一",193,0,460,0,1241,0,121,24,1760,207,321,0,0,946,0,207,1241,0,20,0,3,22,0.0,39.4,0,8.6,51.7,70.0,0.0,72.2,0,74.0,67.7,64.5,0.0,67.9,0,57.7,63.1,42.3,0.0,41.9,0,78.2,36.6,25.5,0.0,26.3,0,19.4,25.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,436,180,1320,3,28,7,36,0,459,249,41,31,461,37.0,20.1,3.3,2.5,37.1,23,8,1,9,5,34.8,4.3,39.1,21.7,2,6,0,0,1,4,0,3,1,0,0,0,10,1,38,11,2,2,0,23,29,5,5,0,61,0,0,1,0,0.4,0.6,0.26
"初中","数学","初一",411,0,140,0,2090,0,85,37,2067,126,171,0,0,175,0,126,2090,0,7,0,3,10,0.0,7.3,0,5.2,87.1,68.3,0.0,66.2,0,75.5,68.1,48.6,0.0,56.2,0,47.1,48.0,56.6,0.0,59.9,0,65.2,55.8,27.7,0.0,33.9,0,25.5,27.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,275,150,540,3,58,2,16,0,1080,138,20,13,839,51.7,6.6,1.0,0.6,40.1,28,12,7,6,3,42.9,25.0,21.4,10.7,7,5,3,3,1,6,0,3,3,0,0,0,12,0,85,37,3,7,0,38,44,4,8,0,45,0,0,0,0,0.79,0.21,0.23
"初中","英语","初一",13,0,376,0,1624,0,129,8,1892,209,398,0,0,681,0,209,1624,0,9,0,6,15,0.0,27.0,0,8.3,64.4,74.0,0.0,75.2,0,95.9,70.7,65.9,0.0,65.0,0,57.6,67.4,44.2,0.0,42.6,0,67.9,41.7,25.4,0.0,25.4,0,48.4,22.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,484,180,1620,2,111,6,21,0,904,333,14,51,322,55.7,20.5,0.9,3.1,19.8,33,11,7,11,4,33.3,21.2,33.3,12.1,4,7,4,3,0,2,0,2,0,0,0,0,8,0,94,29,9,11,0,45,31,10,12,0,48,0,0,1,0,0.52,0.48,0.22
"初中","英语","初一",83,0,252,0,1520,0,113,32,1983,70,270,0,0,800,0,70,1520,0,9,0,3,12,0.0,33.3,0,2.9,63.3,70.2,0.0,67.3,0,90.2,70.7,54.7,0.0,52.4,0,61.9,55.5,97.0,0.0,98.2,0,97.8,96.3,24.8,0.0,27.6,0,25.2,23.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,263,130,1260,3,106,4,27,0,837,189,5,76,413,55.1,12.4,0.3,5.0,27.2,40,17,2,17,4,42.5,5.0,42.5,10.0,4,13,1,0,1,1,0,1,0,0,0,0,8,0,78,19,3,9,0,47,24,4,12,0,60,0,0,0,0,0.66,0.34,0.36
"初中","数学","初一",44,10,780,0,1174,0,75,16,2204,140,188,0,19,1185,0,140,1174,1,16,0,3,19,0.8,47.0,0,5.6,46.6,76.5,66.3,80.6,0,91.4,70.7,62.3,53.8,69.2,0,50.7,56.9,38.4,54.5,30.7,0,22.5,47.8,26.6,24.1,26.0,0,49.2,24.6,10,0,0,1,8,52.6,0.0,0.0,5.3,42.1,335,192,960,3,108,13,28,1,640,138,46,4,346,54.5,11.8,3.9,0.3,29.5,27,7,3,3,14,25.9,11.1,11.1,51.9,2,5,2,0,1,5,0,4,1,0,0,0,22,1,94,26,4,0,1,63,28,4,0,1,67,0,0,1,0,0.41,0.59,0.2
"初中","数学","初一",743,0,448,0,1403,0,45,86,1743,656,153,0,0,455,0,656,1403,0,8,0,9,16,0.0,18.1,0,26.0,55.7,80.7,0.0,72.6,0,90.0,78.9,64.1,0.0,60.4,0,67.2,63.8,85.5,0.0,64.4,0,85.2,92.6,20.3,0.0,33.8,0,17.2,17.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,211,115,510,3,40,7,16,0,698,93,34,26,552,49.8,6.6,2.4,1.9,39.3,42,4,4,3,31,9.5,9.5,7.1,73.8,1,3,3,1,0,9,0,7,2,0,0,0,35,0,66,15,1,2,0,48,23,2,3,0,73,0,0,1,0,0.53,0.47,0.29
"初中","数学","初一",104,15,552,0,599,0,32,4,2437,0,85,0,19,1896,0,0,599,1,11,0,0,11,0.8,75.2,0,0.0,23.8,76.5,61.3,77.6,0,0.0,73.6,68.4,55.6,69.8,0,0.0,64.4,42.6,92.1,33.5,0,0.0,69.6,29.2,17.2,31.2,0,0.0,23.1,6,15,0,2,-4,0.0,78.9,0.0,10.5,-21.1,318,204,510,2,30,9,35,1,352,72,13,0,162,58.8,12.0,2.2,0.0,27.0,9,4,3,0,2,44.4,33.3,0.0,22.2,0,4,2,0,1,2,0,1,1,0,0,0,7,0,57,17,2,1,1,36,30,4,2,2,63,0,0,0,0,0.25,0.75,0.11
"初中","英语","初一",168,346,588,193,964,0,63,24,2068,193,204,0,361,996,0,193,964,1,5,0,3,8,14.3,39.5,0,7.7,38.3,76.0,75.3,79.1,0,93.8,69.6,60.4,56.9,67.3,0,44.8,57.7,54.7,78.7,53.4,0,37.9,50.5,24.6,17.4,21.8,0,68.4,21.4,215,44,193,15,-106,30.2,12.2,53.5,4.2,-29.4,517,186,1740,3,41,9,38,0,571,155,25,24,189,59.2,16.1,2.6,2.5,19.6,12,4,2,1,5,33.3,16.7,8.3,41.7,0,4,1,1,0,1,0,0,1,0,0,0,9,0,39,13,1,2,1,22,33,3,5,3,56,0,0,1,0,0.53,0.47,0.12
"初中","数学","初一",272,61,764,61,1886,0,67,24,2051,312,270,0,68,248,0,312,1886,1,4,0,7,10,2.7,9.8,0,12.4,74.8,73.9,82.9,74.7,0,77.8,72.9,56.0,62.5,58.1,0,57.1,55.3,65.5,78.4,53.1,0,53.3,68.6,18.1,13.3,21.4,0,18.2,17.8,10,0,61,3,-6,0.0,0.0,89.7,4.4,-8.8,315,128,1020,3,157,12,42,0,1134,245,18,7,482,60.1,13.0,1.0,0.4,25.6,35,13,2,2,18,37.1,5.7,5.7,51.4,4,9,2,0,0,7,0,5,1,1,0,0,24,0,175,47,9,12,1,106,27,5,7,1,61,0,0,0,0,0.72,0.28,0.29
"初中","数学","初一",565,0,112,0,1556,0,35,8,2364,66,160,0,0,889,0,66,1556,0,8,0,1,9,0.0,35.3,0,2.6,61.7,75.0,0.0,72.9,0,73.4,76.3,60.8,0.0,61.7,0,51.2,60.8,74.6,0.0,58.5,0,61.4,84.4,23.3,0.0,28.8,0,32.1,19.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,285,150,600,3,49,1,13,0,1023,150,7,3,373,65.7,9.6,0.4,0.2,24.0,11,4,3,0,4,36.4,27.3,0.0,36.4,1,3,0,2,1,0,0,0,0,0,0,0,6,0,131,51,5,7,2,66,39,4,5,2,50,0,0,0,0,0.65,0.35,0.22
"初中","数学","初一",716,31,112,0,1090,0,25,36,2182,158,43,0,43,1099,0,158,1090,1,10,0,4,11,1.8,45.8,0,6.6,45.4,69.6,65.6,70.0,0,77.0,68.2,50.6,51.3,55.6,0,40.0,47.0,53.5,39.1,60.0,0,45.2,48.6,26.6,25.5,28.2,0,24.8,25.3,31,4,0,0,8,62.8,9.3,0.0,0.0,18.6,283,150,510,2,49,1,5,0,773,32,10,1,274,70.9,2.9,0.9,0.1,25.1,9,2,2,1,4,22.2,22.2,11.1,44.4,0,2,2,0,0,3,0,2,0,1,0,0,5,1,118,58,6,7,0,47,49,5,6,0,40,0,0,0,0,0.67,0.33,0.23
"初中","英语","初一",32,0,380,0,1532,0,125,61,1640,499,251,0,0,476,0,499,1532,0,10,0,11,17,0.0,18.9,0,19.8,60.8,71.0,0.0,61.2,0,81.7,70.5,55.1,0.0,49.6,0,55.0,56.9,83.3,0.0,85.7,0,87.9,81.0,30.3,0.0,33.7,0,32.9,28.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,324,100,1260,3,104,6,24,0,793,160,12,79,488,51.8,10.4,0.8,5.2,31.9,38,9,10,17,2,23.7,26.3,44.7,5.3,0,9,3,5,2,6,0,6,0,0,0,0,8,0,56,10,2,5,0,39,18,4,9,0,70,0,0,1,0,0.52,0.48,0.31
"初中","英语","初一",115,6,12,0,1470,0,67,75,1825,289,242,0,10,625,0,289,1470,1,5,0,6,9,0.4,26.0,0,12.0,61.3,70.8,59.9,73.2,0,80.5,68.0,46.7,33.7,57.5,0,46.8,42.2,53.2,49.2,60.1,0,48.4,51.3,16.1,11.3,22.2,0,17.0,13.4,6,0,0,1,3,60.0,0.0,0.0,10.0,30.0,471,192,2040,3,55,0,3,0,876,216,12,14,352,59.6,14.7,0.8,1.0,23.9,21,5,1,5,10,23.8,4.8,23.8,47.6,1,4,0,1,0,8,0,7,1,0,0,0,13,1,85,19,4,3,1,58,22,5,4,1,68,0,0,0,0,0.69,0.31,0.19
"初中","英语","初一",36,178,132,0,1127,0,60,8,2107,138,245,0,202,1044,0,138,1127,1,3,0,2,5,8.0,41.4,0,5.5,44.7,75.6,78.3,76.8,0,90.1,72.3,62.0,52.6,67.1,0,57.5,59.5,60.9,85.2,51.0,0,54.6,66.5,19.5,13.8,20.3,0,22.3,19.5,178,0,0,13,11,88.1,0.0,0.0,6.4,5.4,497,171,1920,2,61,2,15,0,695,181,48,16,187,61.7,16.1,4.3,1.4,16.6,19,4,4,1,10,21.1,21.1,5.3,52.6,2,2,1,2,1,1,0,1,0,0,0,0,16,0,37,10,1,1,0,25,27,3,3,0,68,0,0,1,0,0.57,0.43,0.14
"初中","英语","初一",4,0,172,0,1008,0,91,332,836,1233,262,0,0,149,0,1233,1008,0,2,0,17,16,0.0,6.2,0,51.4,42.0,83.0,0.0,74.0,0,87.7,78.6,60.5,0.0,59.5,0,59.9,61.3,88.0,0.0,98.5,0,86.5,88.3,21.2,0.0,24.8,0,21.6,20.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,594,216,1800,2,19,2,18,1,466,176,76,10,280,46.2,17.5,7.5,1.0,27.8,10,5,3,1,1,50.0,30.0,10.0,10.0,1,4,1,1,1,2,0,1,0,1,0,0,4,0,20,5,1,0,0,14,25,5,0,0,70,0,0,1,0,0.4,0.6,0.17
"初中","数学","初一",558,0,248,0,973,0,32,0,2138,191,35,0,0,1230,0,191,973,0,5,0,4,5,0.0,51.2,0,8.0,40.5,74.9,0.0,78.3,0,78.5,69.9,58.4,0.0,65.6,0,54.0,50.1,47.0,0.0,40.9,0,44.7,55.2,23.1,0.0,23.5,0,30.8,21.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,275,170,510,3,38,4,26,1,547,25,10,0,391,56.2,2.6,1.0,0.0,40.2,10,0,6,0,4,0.0,60.0,0.0,40.0,0,0,2,3,1,2,0,1,1,0,0,0,5,1,50,22,3,2,0,23,44,6,4,0,46,1,0,1,0,0.47,0.53,0.18
"初中","数学","初一",52,16,204,5,2390,0,100,11,2166,92,218,0,29,0,0,92,2390,1,0,0,1,2,1.2,0.0,0,3.7,94.8,73.7,72.7,0.0,0,99.5,72.7,58.8,44.3,0.0,0,76.2,58.4,80.1,61.5,0.0,0,99.2,79.5,25.9,21.4,0.0,0,22.1,26.1,14,0,5,2,8,37.9,0.0,17.2,6.9,27.6,308,150,900,3,76,3,11,0,1125,174,32,12,1047,47.1,7.3,1.3,0.5,43.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,28,0,5,1,54,32,0,6,1,61,0,1,0,0,0.92,0.08,0.09
"初中","数学","初一",317,16,224,0,1098,0,29,48,2041,291,90,0,20,986,0,291,1098,1,5,0,4,8,0.8,41.1,0,12.1,45.8,74.4,61.0,78.2,0,81.6,69.4,59.7,42.2,71.0,0,50.8,52.2,45.1,55.6,31.2,0,52.8,55.3,25.7,17.0,25.4,0,30.0,25.0,16,8,0,1,-5,40.0,40.0,0.0,5.0,-25.0,270,100,570,2,106,3,22,0,703,72,15,3,305,64.0,6.6,1.4,0.3,27.8,17,7,2,1,7,41.2,11.8,5.9,41.2,3,4,1,1,0,2,0,1,1,0,0,0,10,0,84,38,4,4,1,37,45,5,5,1,44,1,0,1,0,0.52,0.48,0.23
